UID,Lab,Session,Instrument,Acid T,Sample,Mass,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d13C_VPDB,d18O_VSMOW,D47raw,D47
01_03_112,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.718000,12.036000,17.080000,2.019,37.609,-0.708997,0.172853
01_03_113,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.759000,12.052000,17.153000,2.062,37.626,-0.694834,0.187242
01_03_114,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.762000,12.061000,17.185000,2.065,37.635,-0.675208,0.207179
01_03_115,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.723000,12.188000,17.279000,2.019,37.765,-0.666172,0.216360
01_03_116,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.701000,11.953000,17.015000,2.004,37.524,-0.674856,0.207533
01_03_117,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.771000,12.079000,17.156000,2.074,37.653,-0.730398,0.151116
01_03_118,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.774000,12.064000,17.121000,2.078,37.638,-0.753296,0.127855
01_03_119,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.768000,12.060000,17.145000,2.071,37.634,-0.719685,0.161998
01_03_120,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.766000,12.052000,17.106000,2.069,37.626,-0.748184,0.133047
01_03_121,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.751000,12.062000,17.095000,2.053,37.636,-0.753324,0.127825
01_03_122,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.758000,12.075000,17.146000,2.060,37.649,-0.723014,0.158616
01_03_123,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.763000,12.037000,17.123000,2.067,37.610,-0.713846,0.167929
01_03_124,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.758000,11.977000,17.076000,2.064,37.549,-0.696648,0.185398
01_03_125,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.756000,12.050000,17.121000,2.059,37.624,-0.721256,0.160401
01_03_126,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.760000,12.006000,17.067000,2.065,37.579,-0.735695,0.145733
01_03_127,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.763000,12.048000,17.122000,2.066,37.622,-0.725507,0.156083
01_03_128,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.745000,12.018000,17.045000,2.048,37.591,-0.753585,0.127559
01_03_129,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.762000,12.039000,17.149000,2.066,37.612,-0.689218,0.192946
01_03_130,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.763000,12.028000,17.102000,2.067,37.601,-0.725740,0.155845
01_03_131,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.761000,12.056000,17.127000,2.064,37.630,-0.726311,0.155267
01_03_132,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.750000,12.026000,17.106000,2.053,37.599,-0.706544,0.175345
01_03_133,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.758000,12.019000,17.081000,2.062,37.592,-0.732511,0.148968
01_03_134,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.749000,11.996000,17.070000,2.053,37.568,-0.711764,0.170042
01_03_135,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.767000,12.133000,17.254000,2.068,37.709,-0.682443,0.199831
01_03_136,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.757000,12.120000,17.215000,2.057,37.696,-0.697887,0.184143
01_03_137,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.761000,12.117000,17.215000,2.062,37.692,-0.699074,0.182936
01_03_138,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.767000,12.127000,17.221000,2.068,37.703,-0.709037,0.172816
01_03_139,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.766000,12.159000,17.267000,2.066,37.736,-0.693887,0.188207
01_03_140,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.775000,12.132000,17.241000,2.076,37.708,-0.702443,0.179515
01_03_141,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.765000,12.100000,17.235000,2.067,37.675,-0.667024,0.215495
01_03_142,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.772000,12.148000,17.278000,2.072,37.724,-0.678553,0.203784
01_03_143,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.772000,12.099000,17.188000,2.074,37.674,-0.719400,0.162288
01_03_144,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.769000,12.117000,17.180000,2.070,37.692,-0.741658,0.139679
01_03_145,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.746000,12.051000,17.092000,2.048,37.625,-0.740469,0.140884
01_03_146,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.771000,12.141000,17.228000,2.072,37.717,-0.719851,0.161832
01_03_147,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.777000,12.161000,17.254000,2.077,37.738,-0.719873,0.161810
01_03_148,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.775000,12.163000,17.268000,2.075,37.740,-0.706012,0.175890
01_03_149,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.764000,12.167000,17.230000,2.063,37.744,-0.735949,0.145479
01_03_150,Lab01,Session03,Nu Perspective,70,ETH-1,0.500,-3.635,25.267,5.769000,12.141000,17.241000,2.069,37.717,-0.705030,0.176887
01_03_151,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.292000,-4.676000,-11.674000,-10.171,20.485,-0.622659,0.259798
01_03_152,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.309000,-4.685000,-11.708000,-10.189,20.475,-0.630515,0.251816
01_03_153,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.291000,-4.680000,-11.724000,-10.170,20.481,-0.670307,0.211395
01_03_154,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.310000,-4.725000,-11.796000,-10.188,20.434,-0.678981,0.202582
01_03_155,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.289000,-4.705000,-11.748000,-10.167,20.455,-0.671973,0.209701
01_03_156,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.309000,-4.716000,-11.768000,-10.188,20.444,-0.660588,0.221267
01_03_157,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.289000,-4.688000,-11.743000,-10.167,20.472,-0.683698,0.197791
01_03_158,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.295000,-4.733000,-11.778000,-10.172,20.426,-0.668445,0.213285
01_03_159,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.292000,-4.691000,-11.750000,-10.171,20.469,-0.684702,0.196771
01_03_160,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.287000,-4.699000,-11.737000,-10.165,20.461,-0.668848,0.212877
01_03_161,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.294000,-4.688000,-11.754000,-10.173,20.472,-0.689633,0.191762
01_03_162,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.311000,-4.740000,-11.807000,-10.189,20.419,-0.674260,0.207377
01_03_163,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.313000,-4.779000,-11.855000,-10.190,20.379,-0.682228,0.199282
01_03_164,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.288000,-4.706000,-11.736000,-10.166,20.454,-0.659889,0.221977
01_03_165,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.288000,-4.704000,-11.753000,-10.166,20.456,-0.679054,0.202509
01_03_166,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.293000,-4.708000,-11.749000,-10.171,20.452,-0.665873,0.215898
01_03_167,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.294000,-4.654000,-11.680000,-10.174,20.507,-0.648367,0.233683
01_03_168,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.298000,-4.686000,-11.724000,-10.177,20.474,-0.657121,0.224789
01_03_169,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.300000,-4.739000,-11.756000,-10.177,20.420,-0.635087,0.247171
01_03_170,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.270000,-4.718000,-11.716000,-10.146,20.441,-0.646496,0.235582
01_03_171,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.300000,-4.747000,-11.797000,-10.177,20.412,-0.668651,0.213075
01_03_172,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.314000,-4.741000,-11.766000,-10.192,20.418,-0.628698,0.253661
01_03_173,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.272000,-4.655000,-11.617000,-10.151,20.506,-0.606505,0.276209
01_03_174,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.298000,-4.759000,-11.785000,-10.174,20.399,-0.646745,0.235328
01_03_175,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.316000,-4.759000,-11.836000,-10.194,20.400,-0.679643,0.201908
01_03_176,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.271000,-4.664000,-11.652000,-10.149,20.497,-0.634048,0.248229
01_03_177,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.302000,-4.708000,-11.710000,-10.181,20.452,-0.617097,0.265447
01_03_178,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.244000,-4.630000,-11.583000,-10.122,20.532,-0.625857,0.256551
01_03_179,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.287000,-4.688000,-11.705000,-10.165,20.472,-0.647348,0.234717
01_03_180,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.285000,-4.725000,-11.746000,-10.162,20.434,-0.654359,0.227595
01_03_181,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.295000,-4.690000,-11.715000,-10.174,20.470,-0.647185,0.234883
01_03_182,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.301000,-4.685000,-11.744000,-10.180,20.475,-0.675220,0.206404
01_03_183,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.302000,-4.656000,-11.699000,-10.182,20.505,-0.657304,0.224604
01_03_184,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.298000,-4.694000,-11.682000,-10.177,20.466,-0.606754,0.275954
01_03_185,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.289000,-4.735000,-11.725000,-10.166,20.424,-0.619101,0.263411
01_03_186,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.325000,-4.770000,-11.808000,-10.203,20.388,-0.631129,0.251190
01_03_187,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.304000,-4.712000,-11.754000,-10.183,20.448,-0.655567,0.226367
01_03_188,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.329000,-4.791000,-11.851000,-10.206,20.367,-0.649734,0.232290
01_03_189,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.322000,-4.805000,-11.875000,-10.198,20.352,-0.667449,0.214294
01_03_190,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.318000,-4.744000,-11.771000,-10.196,20.415,-0.626642,0.255749
01_03_191,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.273000,-4.720000,-11.729000,-10.149,20.439,-0.654555,0.227396
01_03_192,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.323000,-4.769000,-11.825000,-10.201,20.389,-0.651384,0.230614
01_03_193,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.314000,-4.782000,-11.812000,-10.191,20.376,-0.634742,0.247520
01_03_194,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.316000,-4.715000,-11.765000,-10.195,20.445,-0.651278,0.230724
01_03_195,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.316000,-4.754000,-11.809000,-10.194,20.405,-0.657274,0.224631
01_03_196,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.307000,-4.729000,-11.797000,-10.185,20.430,-0.679156,0.202404
01_03_197,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.325000,-4.758000,-11.831000,-10.203,20.401,-0.666236,0.215528
01_03_198,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.303000,-4.694000,-11.763000,-10.182,20.466,-0.683474,0.198019
01_03_199,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.281000,-4.683000,-11.700000,-10.159,20.477,-0.653453,0.228516
01_03_200,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.273000,-4.717000,-11.776000,-10.149,20.443,-0.705043,0.176108
01_03_201,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.322000,-4.756000,-11.850000,-10.200,20.403,-0.690537,0.190841
01_03_202,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.323000,-4.787000,-11.853000,-10.200,20.371,-0.661931,0.219899
01_03_203,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.294000,-4.741000,-11.776000,-10.171,20.418,-0.659563,0.222307
01_03_204,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.307000,-4.755000,-11.822000,-10.184,20.404,-0.678772,0.202793
01_03_205,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.305000,-4.773000,-11.845000,-10.181,20.385,-0.686338,0.195107
01_03_206,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.363000,-4.889000,-11.974000,-10.239,20.266,-0.642104,0.240037
01_03_207,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.277000,-4.695000,-11.680000,-10.154,20.465,-0.625534,0.256877
01_03_208,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.316000,-4.762000,-11.842000,-10.193,20.396,-0.682750,0.198752
01_03_209,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.277000,-4.679000,-11.689000,-10.155,20.482,-0.650429,0.231588
01_03_210,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.229000,-4.568000,-11.535000,-10.108,20.595,-0.654086,0.227877
01_03_211,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.273000,-4.612000,-11.599000,-10.153,20.550,-0.629712,0.252635
01_03_212,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.282000,-4.616000,-11.634000,-10.163,20.546,-0.651814,0.230183
01_03_213,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.329000,-4.760000,-11.798000,-10.207,20.399,-0.626738,0.255651
01_03_214,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.353000,-4.789000,-11.872000,-10.232,20.369,-0.648043,0.234007
01_03_215,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.350000,-4.776000,-11.873000,-10.229,20.382,-0.665001,0.216781
01_03_216,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.361000,-4.873000,-11.957000,-10.237,20.283,-0.642781,0.239350
01_03_217,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.327000,-4.790000,-11.826000,-10.204,20.368,-0.627513,0.254863
01_03_218,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.357000,-4.845000,-11.909000,-10.234,20.311,-0.626028,0.256370
01_03_219,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.327000,-4.792000,-11.830000,-10.204,20.366,-0.629584,0.252759
01_03_220,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.362000,-4.830000,-11.934000,-10.240,20.327,-0.660934,0.220911
01_03_221,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.346000,-4.818000,-11.891000,-10.223,20.339,-0.645893,0.236190
01_03_222,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.356000,-4.837000,-11.893000,-10.233,20.320,-0.618781,0.263731
01_03_223,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.352000,-4.783000,-11.902000,-10.231,20.375,-0.685345,0.196115
01_03_224,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.356000,-4.798000,-11.879000,-10.235,20.360,-0.643125,0.239003
01_03_225,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.351000,-4.776000,-11.849000,-10.230,20.382,-0.639691,0.242491
01_03_226,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.361000,-4.856000,-11.969000,-10.238,20.300,-0.671703,0.209971
01_03_227,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.335000,-4.784000,-11.885000,-10.213,20.374,-0.684804,0.196664
01_03_228,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.338000,-4.776000,-11.843000,-10.216,20.382,-0.647113,0.234953
01_03_229,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.273000,-4.633000,-11.675000,-10.152,20.529,-0.685828,0.195629
01_03_230,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.294000,-4.685000,-11.719000,-10.173,20.475,-0.657203,0.224706
01_03_231,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.289000,-4.659000,-11.662000,-10.168,20.502,-0.630418,0.251916
01_03_232,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.298000,-4.703000,-11.756000,-10.176,20.457,-0.672699,0.208964
01_03_233,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.329000,-4.719000,-11.792000,-10.209,20.441,-0.661144,0.220701
01_03_234,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.325000,-4.724000,-11.774000,-10.204,20.435,-0.642156,0.239990
01_03_235,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.308000,-4.665000,-11.717000,-10.189,20.496,-0.660396,0.221463
01_03_236,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.306000,-4.654000,-11.712000,-10.187,20.507,-0.668273,0.213461
01_03_237,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.321000,-4.664000,-11.725000,-10.202,20.497,-0.655983,0.225945
01_03_238,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.323000,-4.719000,-11.790000,-10.203,20.441,-0.665347,0.216431
01_03_239,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.337000,-4.740000,-11.811000,-10.217,20.419,-0.651327,0.230673
01_03_240,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.328000,-4.753000,-11.811000,-10.207,20.406,-0.647833,0.234222
01_03_241,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.297000,-4.602000,-11.637000,-10.179,20.561,-0.653102,0.228874
01_03_242,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.330000,-4.726000,-11.784000,-10.210,20.433,-0.645106,0.236993
01_03_243,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.323000,-4.684000,-11.764000,-10.204,20.477,-0.673604,0.208045
01_03_244,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.323000,-4.701000,-11.790000,-10.203,20.459,-0.683115,0.198382
01_03_245,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.324000,-4.707000,-11.801000,-10.204,20.453,-0.687279,0.194153
01_03_246,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.308000,-4.649000,-11.708000,-10.189,20.512,-0.667088,0.214665
01_03_247,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.305000,-4.655000,-11.760000,-10.186,20.506,-0.716860,0.164105
01_03_248,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.310000,-4.680000,-11.749000,-10.190,20.481,-0.675873,0.205740
01_03_249,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.305000,-4.668000,-11.763000,-10.185,20.493,-0.707062,0.174057
01_03_250,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.319000,-4.675000,-11.791000,-10.200,20.486,-0.713940,0.167069
01_03_251,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.299000,-4.644000,-11.726000,-10.180,20.518,-0.699563,0.181676
01_03_252,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.321000,-4.704000,-11.822000,-10.201,20.456,-0.714589,0.166410
01_03_253,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.305000,-4.681000,-11.761000,-10.185,20.480,-0.692208,0.189146
01_03_254,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.326000,-4.691000,-11.788000,-10.207,20.469,-0.687851,0.193572
01_03_255,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.280000,-4.633000,-11.739000,-10.160,20.529,-0.743277,0.137270
01_03_256,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.231000,-4.590000,-11.579000,-10.109,20.573,-0.674782,0.206852
01_03_257,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.241000,-4.595000,-11.600000,-10.120,20.568,-0.680704,0.200836
01_03_258,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.235000,-4.596000,-11.627000,-10.113,20.567,-0.713240,0.167785
01_03_259,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.212000,-4.594000,-11.595000,-10.089,20.569,-0.706723,0.174406
01_03_260,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.250000,-4.604000,-11.635000,-10.129,20.558,-0.697871,0.183398
01_03_261,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.256000,-4.638000,-11.681000,-10.134,20.524,-0.704598,0.176563
01_03_262,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.256000,-4.598000,-11.679000,-10.136,20.565,-0.742054,0.138514
01_03_263,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.271000,-4.651000,-11.727000,-10.150,20.510,-0.722716,0.158157
01_03_264,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.271000,-4.697000,-11.797000,-10.148,20.463,-0.748094,0.132376
01_03_265,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.259000,-4.647000,-11.694000,-10.137,20.514,-0.705746,0.175396
01_03_266,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.269000,-4.671000,-11.755000,-10.147,20.490,-0.733362,0.147341
01_03_267,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.271000,-4.697000,-11.769000,-10.148,20.463,-0.719781,0.161137
01_03_268,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.266000,-4.692000,-11.725000,-10.143,20.468,-0.685412,0.196051
01_03_269,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.267000,-4.683000,-11.726000,-10.144,20.477,-0.694269,0.187053
01_03_270,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.279000,-4.702000,-11.769000,-10.156,20.458,-0.706545,0.174582
01_03_271,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.265000,-4.659000,-11.726000,-10.143,20.502,-0.720033,0.160882
01_03_272,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.167000,-4.536000,-11.515000,-10.043,20.628,-0.729771,0.150995
01_03_273,Lab01,Session03,Nu Perspective,70,ETH-2,0.500,-3.635,25.267,-6.256000,-4.652000,-11.740000,-10.134,20.509,-0.750435,0.129999
