UID,Lab,Session,Instrument,Acid T,Sample,Mass,d45,d46,d47
11_02_015,Lab11,Session02,Nu Perspective,70,ETH-4,0.490,-6.313000,-4.975000,-11.838000
11_02_016,Lab11,Session02,Nu Perspective,70,ETH-2,0.410,-6.295000,-4.939000,-12.001000
11_02_017,Lab11,Session02,Nu Perspective,70,ETH-4,0.440,-6.314000,-4.996000,-11.881000
11_02_018,Lab11,Session02,Nu Perspective,70,ETH-1,0.490,5.743000,11.829000,16.892000
11_02_019,Lab11,Session02,Nu Perspective,70,ETH-3,0.480,5.263000,12.240000,17.190000
11_02_020,Lab11,Session02,Nu Perspective,70,ETH-4,0.440,-6.324000,-4.974000,-11.875000
11_02_021,Lab11,Session02,Nu Perspective,70,ETH-2,0.490,-6.283000,-4.875000,-12.018000
11_02_022,Lab11,Session02,Nu Perspective,70,ETH-1,0.420,5.743000,12.012000,17.051000
11_02_023,Lab11,Session02,Nu Perspective,70,ETH-3,0.420,5.474000,12.553000,17.715000
11_02_024,Lab11,Session02,Nu Perspective,70,ETH-1,0.480,5.772000,12.080000,17.106000
11_02_025,Lab11,Session02,Nu Perspective,70,ETH-1,0.470,5.769000,11.916000,17.023000
11_02_026,Lab11,Session02,Nu Perspective,70,ETH-2,0.430,-6.257000,-4.851000,-11.917000
11_02_027,Lab11,Session02,Nu Perspective,70,ETH-4,0.450,-6.281000,-4.870000,-11.674000
11_02_028,Lab11,Session02,Nu Perspective,70,ETH-2,0.430,-6.297000,-4.931000,-12.050000
11_02_029,Lab11,Session02,Nu Perspective,70,ETH-4,0.450,-6.346000,-5.014000,-11.913000
11_02_030,Lab11,Session02,Nu Perspective,70,ETH-2,0.490,-6.287000,-4.884000,-11.940000
11_02_031,Lab11,Session02,Nu Perspective,70,ETH-4,0.470,-6.323000,-4.939000,-11.776000
11_02_032,Lab11,Session02,Nu Perspective,70,ETH-3,0.490,5.319000,12.455000,17.518000
11_02_033,Lab11,Session02,Nu Perspective,70,ETH-1,0.420,5.761000,12.082000,17.223000
11_02_034,Lab11,Session02,Nu Perspective,70,ETH-2,0.460,-6.273000,-4.750000,-11.799000
11_02_035,Lab11,Session02,Nu Perspective,70,ETH-1,0.430,5.700000,11.820000,16.873000
11_02_036,Lab11,Session02,Nu Perspective,70,ETH-2,0.430,-6.295000,-4.902000,-11.964000
11_02_037,Lab11,Session02,Nu Perspective,70,ETH-3,0.450,5.447000,12.364000,17.556000
11_02_038,Lab11,Session02,Nu Perspective,70,ETH-1,0.470,5.715000,11.835000,16.863000
11_02_039,Lab11,Session02,Nu Perspective,70,ETH-4,0.460,-6.314000,-4.934000,-11.764000
11_02_040,Lab11,Session02,Nu Perspective,70,ETH-2,0.430,-6.278000,-4.820000,-11.898000
11_02_041,Lab11,Session02,Nu Perspective,70,ETH-1,0.480,5.748000,11.941000,17.012000
11_02_042,Lab11,Session02,Nu Perspective,70,ETH-3,0.440,5.460000,12.519000,17.676000
11_02_043,Lab11,Session02,Nu Perspective,70,ETH-2,0.480,-6.276000,-4.778000,-11.870000
11_02_044,Lab11,Session02,Nu Perspective,70,ETH-4,0.460,-6.310000,-4.826000,-11.680000
11_02_045,Lab11,Session02,Nu Perspective,70,ETH-2,0.440,-6.286000,-4.848000,-11.921000
11_02_046,Lab11,Session02,Nu Perspective,70,ETH-3,0.420,5.450000,12.412000,17.558000
11_02_047,Lab11,Session02,Nu Perspective,70,ETH-4,0.490,-6.310000,-4.884000,-11.791000
11_02_048,Lab11,Session02,Nu Perspective,70,ETH-3,0.460,5.454000,12.418000,17.585000
11_02_049,Lab11,Session02,Nu Perspective,70,ETH-1,0.500,5.744000,11.926000,17.007000
11_02_050,Lab11,Session02,Nu Perspective,70,ETH-1,0.450,5.668000,11.268000,16.247000
11_02_051,Lab11,Session02,Nu Perspective,70,ETH-2,0.470,-6.327000,-5.427000,-12.541000
11_02_052,Lab11,Session02,Nu Perspective,70,ETH-3,0.440,5.339000,11.684000,16.750000
11_02_053,Lab11,Session02,Nu Perspective,70,ETH-4,0.430,-6.364000,-5.474000,-12.396000
11_02_054,Lab11,Session02,Nu Perspective,70,ETH-1,0.470,5.685000,11.283000,16.293000
11_02_055,Lab11,Session02,Nu Perspective,70,ETH-3,0.470,5.404000,11.872000,17.003000
11_02_056,Lab11,Session02,Nu Perspective,70,ETH-2,0.460,-6.328000,-5.441000,-12.536000
11_02_057,Lab11,Session02,Nu Perspective,70,ETH-1,0.480,5.707000,11.283000,16.292000
11_02_058,Lab11,Session02,Nu Perspective,70,ETH-4,0.430,-6.369000,-5.538000,-12.476000
11_02_059,Lab11,Session02,Nu Perspective,70,ETH-2,0.430,-6.350000,-5.483000,-12.622000
11_02_060,Lab11,Session02,Nu Perspective,70,ETH-3,0.470,5.394000,11.833000,16.931000
11_02_061,Lab11,Session02,Nu Perspective,70,ETH-4,0.440,-6.369000,-5.465000,-12.385000
11_02_062,Lab11,Session02,Nu Perspective,70,ETH-3,0.430,5.378000,11.843000,16.956000
11_02_063,Lab11,Session02,Nu Perspective,70,ETH-1,0.450,5.702000,11.458000,16.512000
11_02_064,Lab11,Session02,Nu Perspective,70,ETH-4,0.450,-6.357000,-5.402000,-12.294000
11_02_065,Lab11,Session02,Nu Perspective,70,ETH-3,0.420,5.393000,11.849000,16.967000
11_02_066,Lab11,Session02,Nu Perspective,70,ETH-2,0.440,-6.331000,-5.299000,-12.412000
11_02_067,Lab11,Session02,Nu Perspective,70,ETH-1,0.420,5.714000,11.502000,16.559000
11_02_068,Lab11,Session02,Nu Perspective,70,ETH-1,0.440,5.714000,11.482000,16.555000
11_03_001,Lab11,Session03,Nu Perspective,70,ETH-1,0.438,5.165000,12.231000,16.606000
11_03_002,Lab11,Session03,Nu Perspective,70,ETH-3,0.405,4.920000,12.811000,17.231000
11_03_003,Lab11,Session03,Nu Perspective,70,ETH-4,0.427,-6.854000,-4.500000,-12.083000
11_03_004,Lab11,Session03,Nu Perspective,70,ETH-3,0.462,4.915000,12.801000,17.215000
11_03_005,Lab11,Session03,Nu Perspective,70,ETH-2,0.408,-6.806000,-4.453000,-12.214000
11_03_006,Lab11,Session03,Nu Perspective,70,ETH-1,0.440,5.184000,12.297000,16.671000
11_03_007,Lab11,Session03,Nu Perspective,70,ETH-4,0.443,-6.854000,-4.511000,-12.116000
11_03_008,Lab11,Session03,Nu Perspective,70,ETH-2,0.431,-6.794000,-4.423000,-12.140000
11_03_009,Lab11,Session03,Nu Perspective,70,ETH-4,0.410,-6.850000,-4.491000,-12.097000
11_03_010,Lab11,Session03,Nu Perspective,70,ETH-3,0.458,4.937000,12.858000,17.339000
11_03_011,Lab11,Session03,Nu Perspective,70,ETH-1,0.447,5.179000,12.281000,16.622000
11_03_012,Lab11,Session03,Nu Perspective,70,ETH-1,0.450,5.217000,12.346000,16.747000
11_03_013,Lab11,Session03,Nu Perspective,70,ETH-3,0.437,4.941000,12.835000,17.319000
11_03_014,Lab11,Session03,Nu Perspective,70,ETH-4,0.488,-6.850000,-4.531000,-12.072000
11_03_015,Lab11,Session03,Nu Perspective,70,ETH-3,0.456,4.920000,12.812000,17.276000
11_03_016,Lab11,Session03,Nu Perspective,70,ETH-1,0.459,5.201000,12.292000,16.693000
11_03_017,Lab11,Session03,Nu Perspective,70,ETH-2,0.490,-6.780000,-4.431000,-12.129000
11_03_018,Lab11,Session03,Nu Perspective,70,ETH-4,0.477,-6.812000,-4.406000,-11.911000
11_03_019,Lab11,Session03,Nu Perspective,70,ETH-2,0.479,-6.754000,-4.369000,-12.044000
11_03_020,Lab11,Session03,Nu Perspective,70,ETH-3,0.499,4.959000,12.920000,17.418000
11_03_021,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.410,5.607000,12.281000,17.150000
11_03_022,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.468,-4.633000,5.383000,0.045000
11_03_023,Lab11,Session03,Nu Perspective,70,ETH-1,0.456,5.235000,12.486000,16.901000
11_03_024,Lab11,Session03,Nu Perspective,70,ETH-2,0.456,-6.749000,-4.281000,-11.952000
11_03_025,Lab11,Session03,Nu Perspective,70,ETH-4,0.428,-6.855000,-4.465000,-12.026000
11_03_026,Lab11,Session03,Nu Perspective,70,ETH-2,0.488,-6.756000,-4.313000,-11.939000
11_03_027,Lab11,Session03,Nu Perspective,70,ETH-3,0.428,4.959000,12.912000,17.402000
11_03_028,Lab11,Session03,Nu Perspective,70,ETH-4,0.479,-6.824000,-4.438000,-11.946000
11_03_029,Lab11,Session03,Nu Perspective,70,ETH-3,0.436,4.938000,12.869000,17.332000
11_03_030,Lab11,Session03,Nu Perspective,70,ETH-2,0.448,-6.763000,-4.348000,-11.997000
11_03_031,Lab11,Session03,Nu Perspective,70,ETH-1,0.431,5.216000,12.357000,16.745000
11_03_032,Lab11,Session03,Nu Perspective,70,ETH-4,0.443,-6.815000,-4.395000,-11.931000
11_03_033,Lab11,Session03,Nu Perspective,70,ETH-1,0.458,5.227000,12.467000,16.897000
11_03_034,Lab11,Session03,Nu Perspective,70,ETH-3,0.498,4.934000,12.887000,17.370000
11_03_035,Lab11,Session03,Nu Perspective,70,ETH-2,0.467,-6.770000,-4.372000,-12.084000
11_03_036,Lab11,Session03,Nu Perspective,70,ETH-4,0.391,-6.884000,-4.567000,-12.166000
11_03_037,Lab11,Session03,Nu Perspective,70,ETH-3,0.408,4.881000,12.765000,17.149000
11_03_038,Lab11,Session03,Nu Perspective,70,ETH-2,0.435,-6.782000,-4.397000,-12.121000
11_03_039,Lab11,Session03,Nu Perspective,70,ETH-4,0.431,-6.843000,-4.370000,-11.944000
11_03_040,Lab11,Session03,Nu Perspective,70,ETH-1,0.448,5.194000,12.380000,16.765000
11_03_041,Lab11,Session03,Nu Perspective,70,ETH-1,0.431,5.178000,12.325000,16.681000
11_03_042,Lab11,Session03,Nu Perspective,70,ETH-2,0.450,-6.773000,-4.263000,-11.973000
11_03_043,Lab11,Session03,Nu Perspective,70,ETH-3,0.454,4.928000,12.911000,17.366000
11_03_044,Lab11,Session03,Nu Perspective,70,ETH-4,0.406,-6.837000,-4.410000,-11.991000
11_03_045,Lab11,Session03,Nu Perspective,70,ETH-3,0.488,4.931000,12.932000,17.398000
11_03_046,Lab11,Session03,Nu Perspective,70,ETH-1,0.438,5.219000,12.454000,16.850000
11_03_047,Lab11,Session03,Nu Perspective,70,ETH-4,0.463,-6.832000,-4.383000,-11.917000
11_03_048,Lab11,Session03,Nu Perspective,70,ETH-2,0.420,-6.781000,-4.319000,-12.024000
11_03_049,Lab11,Session03,Nu Perspective,70,ETH-3,0.422,4.943000,12.917000,17.394000
11_03_050,Lab11,Session03,Nu Perspective,70,ETH-1,0.425,5.211000,12.398000,16.768000
11_03_051,Lab11,Session03,Nu Perspective,70,ETH-4,0.458,-6.857000,-4.498000,-12.047000
11_03_052,Lab11,Session03,Nu Perspective,70,ETH-3,0.475,4.926000,12.829000,17.309000
11_03_053,Lab11,Session03,Nu Perspective,70,ETH-1,0.458,5.196000,12.264000,16.667000
11_03_054,Lab11,Session03,Nu Perspective,70,ETH-2,0.448,-6.776000,-4.425000,-12.117000
11_03_055,Lab11,Session03,Nu Perspective,70,ETH-4,0.472,-6.843000,-4.514000,-12.057000
11_03_056,Lab11,Session03,Nu Perspective,70,ETH-3,0.424,4.932000,12.810000,17.277000
11_03_057,Lab11,Session03,Nu Perspective,70,ETH-1,0.474,5.216000,12.325000,16.734000
11_03_058,Lab11,Session03,Nu Perspective,70,ETH-4,0.451,-6.841000,-4.463000,-12.012000
11_03_059,Lab11,Session03,Nu Perspective,70,ETH-2,0.412,-6.791000,-4.434000,-12.125000
11_03_060,Lab11,Session03,Nu Perspective,70,ETH-2,0.485,-6.787000,-4.428000,-12.125000
11_03_061,Lab11,Session03,Nu Perspective,70,ETH-3,0.452,4.921000,12.786000,17.235000
11_03_062,Lab11,Session03,Nu Perspective,70,ETH-1,0.500,5.194000,12.348000,16.781000
11_03_063,Lab11,Session03,Nu Perspective,70,ETH-4,0.428,-6.875000,-4.553000,-12.142000
11_03_064,Lab11,Session03,Nu Perspective,70,ETH-2,0.445,-6.803000,-4.452000,-12.148000
11_03_065,Lab11,Session03,Nu Perspective,70,ETH-1,0.427,5.172000,12.263000,16.625000
11_03_066,Lab11,Session03,Nu Perspective,70,ETH-4,0.445,-6.890000,-4.546000,-12.136000
11_03_067,Lab11,Session03,Nu Perspective,70,ETH-3,0.558,4.893000,12.763000,17.194000
11_03_068,Lab11,Session03,Nu Perspective,70,ETH-1,0.476,5.119000,12.140000,16.424000
11_03_069,Lab11,Session03,Nu Perspective,70,ETH-1,0.418,5.147000,12.212000,16.550000
11_03_070,Lab11,Session03,Nu Perspective,70,ETH-3,0.461,4.887000,12.744000,17.164000
11_03_071,Lab11,Session03,Nu Perspective,70,ETH-2,0.488,-6.828000,-4.519000,-12.236000
11_03_072,Lab11,Session03,Nu Perspective,70,ETH-4,0.456,-6.893000,-4.573000,-12.163000
11_03_073,Lab11,Session03,Nu Perspective,70,ETH-1,0.637,5.158000,12.173000,16.591000
11_03_074,Lab11,Session03,Nu Perspective,70,ETH-2,0.454,-6.828000,-4.551000,-12.259000
11_03_075,Lab11,Session03,Nu Perspective,70,ETH-3,0.482,4.875000,12.667000,17.098000
11_03_076,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.424,5.565000,12.134000,17.013000
11_03_077,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.478,-4.649000,5.283000,-0.024000
11_03_078,Lab11,Session03,Nu Perspective,70,ETH-3,0.443,4.871000,12.673000,17.096000
11_03_079,Lab11,Session03,Nu Perspective,70,ETH-2,0.417,-6.831000,-4.553000,-12.280000
11_03_080,Lab11,Session03,Nu Perspective,70,ETH-1,0.443,5.170000,12.193000,16.540000
11_03_081,Lab11,Session03,Nu Perspective,70,ETH-4,0.482,-6.874000,-4.552000,-12.122000
11_03_082,Lab11,Session03,Nu Perspective,70,ETH-1,0.403,5.178000,12.230000,16.655000
11_03_083,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.447,5.554000,12.082000,16.972000
11_03_084,Lab11,Session03,Nu Perspective,70,ETH-4,0.423,-6.871000,-4.563000,-12.127000
11_03_085,Lab11,Session03,Nu Perspective,70,ETH-3,0.424,4.898000,12.772000,17.228000
11_03_086,Lab11,Session03,Nu Perspective,70,ETH-4,0.483,-6.828000,-4.459000,-11.956000
11_03_087,Lab11,Session03,Nu Perspective,70,ETH-2,0.452,-6.799000,-4.390000,-12.079000
11_03_088,Lab11,Session03,Nu Perspective,70,ETH-1,0.414,5.207000,12.360000,16.748000
11_03_089,Lab11,Session03,Nu Perspective,70,ETH-3,0.409,4.837000,12.760000,17.135000
11_03_090,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.429,-4.638000,5.348000,0.023000
11_03_091,Lab11,Session03,Nu Perspective,70,ETH-4,0.479,-6.875000,-4.534000,-12.097000
11_03_092,Lab11,Session03,Nu Perspective,70,ETH-2,0.479,-6.794000,-4.391000,-12.057000
11_03_093,Lab11,Session03,Nu Perspective,70,ETH-3,0.422,4.842000,12.800000,17.188000
11_03_094,Lab11,Session03,Nu Perspective,70,ETH-1,0.489,5.162000,12.234000,16.596000
11_03_095,Lab11,Session03,Nu Perspective,70,ETH-3,0.483,4.920000,12.835000,17.305000
11_03_096,Lab11,Session03,Nu Perspective,70,ETH-4,0.444,-6.917000,-4.687000,-12.264000
11_03_097,Lab11,Session03,Nu Perspective,70,ETH-1,0.423,5.134000,12.118000,16.461000
11_03_098,Lab11,Session03,Nu Perspective,70,ETH-2,0.416,-6.823000,-4.543000,-12.266000
11_03_099,Lab11,Session03,Nu Perspective,70,ETH-3,0.472,4.887000,12.720000,17.160000
11_03_100,Lab11,Session03,Nu Perspective,70,MERCK,0.493,-36.555000,-1.404000,-39.542000
11_03_101,Lab11,Session03,Nu Perspective,70,ETH-1,0.481,5.187000,12.246000,16.638000
11_03_102,Lab11,Session03,Nu Perspective,70,ETH-4,0.403,-6.861000,-4.574000,-12.143000
11_03_103,Lab11,Session03,Nu Perspective,70,ETH-3,0.430,4.911000,12.729000,17.215000
11_03_104,Lab11,Session03,Nu Perspective,70,ETH-2,0.468,-6.907000,-4.764000,-12.541000
11_03_105,Lab11,Session03,Nu Perspective,70,ETH-1,0.430,5.133000,12.115000,16.466000
11_03_106,Lab11,Session03,Nu Perspective,70,ETH-4,0.470,-6.922000,-4.720000,-12.309000
11_03_107,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.495,5.532000,12.056000,16.931000
11_03_108,Lab11,Session03,Nu Perspective,70,ETH-3,0.417,4.865000,12.671000,17.140000
11_03_109,Lab11,Session03,Nu Perspective,70,ETH-2,0.459,-6.829000,-4.443000,-12.169000
11_03_110,Lab11,Session03,Nu Perspective,70,ETH-4,0.487,-6.909000,-4.651000,-12.193000
11_03_111,Lab11,Session03,Nu Perspective,70,ETH-2,0.409,-6.824000,-4.460000,-12.155000
11_03_112,Lab11,Session03,Nu Perspective,70,ETH-3,0.429,4.867000,12.714000,17.152000
11_03_113,Lab11,Session03,Nu Perspective,70,ETH-1,0.482,5.154000,12.224000,16.584000
11_03_114,Lab11,Session03,Nu Perspective,70,ETH-4,0.438,-6.873000,-4.549000,-12.115000
11_03_115,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.408,-4.648000,5.325000,0.004000
11_03_116,Lab11,Session03,Nu Perspective,70,ETH-2,0.469,-6.840000,-4.533000,-12.266000
11_03_117,Lab11,Session03,Nu Perspective,70,ETH-3,0.455,4.879000,12.710000,17.130000
11_03_118,Lab11,Session03,Nu Perspective,70,ETH-3,0.436,4.873000,12.687000,17.121000
11_03_119,Lab11,Session03,Nu Perspective,70,ETH-1,0.471,5.135000,12.143000,16.500000
11_03_120,Lab11,Session03,Nu Perspective,70,ETH-4,0.405,-6.931000,-4.710000,-12.330000
11_03_121,Lab11,Session03,Nu Perspective,70,ETH-3,0.470,4.855000,12.637000,17.053000
11_03_122,Lab11,Session03,Nu Perspective,70,ETH-2,0.407,-6.868000,-4.637000,-12.418000
11_03_123,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.429,-4.648000,5.294000,-0.064000
11_03_124,Lab11,Session03,Nu Perspective,70,ETH-4,0.470,-6.870000,-4.569000,-12.104000
11_03_125,Lab11,Session03,Nu Perspective,70,ETH-3,0.430,4.817000,12.535000,16.903000
11_03_126,Lab11,Session03,Nu Perspective,70,ETH-2,0.447,-6.844000,-4.644000,-12.360000
11_03_127,Lab11,Session03,Nu Perspective,70,ETH-1,0.441,5.113000,12.069000,16.363000
11_03_128,Lab11,Session03,Nu Perspective,70,ETH-3,0.443,4.827000,12.573000,16.972000
11_03_129,Lab11,Session03,Nu Perspective,70,ETH-1,0.428,5.152000,12.171000,16.540000
11_03_130,Lab11,Session03,Nu Perspective,70,ETH-2,0.417,-6.865000,-4.662000,-12.413000
11_03_131,Lab11,Session03,Nu Perspective,70,ETH-4,0.466,-6.915000,-4.666000,-12.248000
11_03_132,Lab11,Session03,Nu Perspective,70,ETH-1,0.433,5.129000,12.150000,16.495000
11_03_133,Lab11,Session03,Nu Perspective,70,ETH-2,0.423,-6.832000,-4.532000,-12.256000
11_03_134,Lab11,Session03,Nu Perspective,70,MERCK,0.477,-36.606000,-1.450000,-39.630000
11_03_135,Lab11,Session03,Nu Perspective,70,ETH-3,0.432,4.859000,12.721000,17.148000
11_03_136,Lab11,Session03,Nu Perspective,70,ETH-4,0.417,-6.903000,-4.585000,-12.148000
11_03_137,Lab11,Session03,Nu Perspective,70,ETH-4,0.480,-6.903000,-4.579000,-12.151000
11_03_138,Lab11,Session03,Nu Perspective,70,ETH-2,0.429,-6.852000,-4.546000,-12.283000
11_03_139,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.496,5.536000,12.125000,16.986000
11_03_140,Lab11,Session03,Nu Perspective,70,ETH-3,0.411,4.865000,12.683000,17.097000
11_03_141,Lab11,Session03,Nu Perspective,70,ETH-1,0.447,5.132000,12.160000,16.494000
11_03_142,Lab11,Session03,Nu Perspective,70,ETH-3,0.421,4.856000,12.665000,17.104000
11_03_143,Lab11,Session03,Nu Perspective,70,ETH-2,0.452,-6.833000,-4.526000,-12.245000
11_03_144,Lab11,Session03,Nu Perspective,70,ETH-1,0.450,5.162000,12.244000,16.607000
11_03_145,Lab11,Session03,Nu Perspective,70,ETH-4,0.473,-6.889000,-4.587000,-12.142000
11_03_146,Lab11,Session03,Nu Perspective,70,ETH-3,0.453,4.868000,12.724000,17.166000
11_03_147,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.480,5.545000,12.108000,16.971000
11_03_148,Lab11,Session03,Nu Perspective,70,ETH-1,0.430,5.163000,12.252000,16.624000
11_03_149,Lab11,Session03,Nu Perspective,70,ETH-4,0.449,-6.899000,-4.626000,-12.189000
11_03_150,Lab11,Session03,Nu Perspective,70,ETH-3,0.475,4.876000,12.749000,17.190000
11_03_151,Lab11,Session03,Nu Perspective,70,ETH-2,0.487,-6.831000,-4.499000,-12.239000
11_03_152,Lab11,Session03,Nu Perspective,70,ETH-3,0.481,4.875000,12.712000,17.158000
11_03_153,Lab11,Session03,Nu Perspective,70,ETH-1,0.427,5.147000,12.208000,16.537000
11_03_154,Lab11,Session03,Nu Perspective,70,ETH-4,0.443,-6.922000,-4.662000,-12.276000
11_03_155,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.468,-4.680000,5.253000,-0.096000
11_03_156,Lab11,Session03,Nu Perspective,70,ETH-3,0.441,4.855000,12.777000,17.187000
11_03_157,Lab11,Session03,Nu Perspective,70,ETH-1,0.491,5.103000,12.117000,16.437000
11_03_158,Lab11,Session03,Nu Perspective,70,ETH-4,0.434,-6.917000,-4.614000,-12.175000
11_03_159,Lab11,Session03,Nu Perspective,70,ETH-2,0.479,-6.845000,-4.496000,-12.266000
11_03_160,Lab11,Session03,Nu Perspective,70,ETH-3,0.437,4.841000,12.691000,17.096000
11_03_161,Lab11,Session03,Nu Perspective,70,MERCK,0.446,-36.624000,-1.452000,-39.635000
11_03_162,Lab11,Session03,Nu Perspective,70,ETH-1,0.455,5.124000,12.234000,16.585000
11_03_163,Lab11,Session03,Nu Perspective,70,ETH-4,0.472,-6.917000,-4.594000,-12.194000
11_03_164,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.472,5.512000,12.069000,16.871000
11_03_165,Lab11,Session03,Nu Perspective,70,ETH-2,0.492,-6.876000,-4.575000,-12.340000
11_03_166,Lab11,Session03,Nu Perspective,70,ETH-3,0.497,4.867000,12.747000,17.202000
11_03_167,Lab11,Session03,Nu Perspective,70,ETH-1,0.410,5.099000,12.081000,16.416000
11_03_168,Lab11,Session03,Nu Perspective,70,ETH-2,0.433,-6.846000,-4.516000,-12.224000
11_03_169,Lab11,Session03,Nu Perspective,70,ETH-3,0.460,4.858000,12.661000,17.115000
11_03_170,Lab11,Session03,Nu Perspective,70,ETH-4,0.474,-6.927000,-4.653000,-12.239000
11_03_171,Lab11,Session03,Nu Perspective,70,ETH-3,0.455,4.857000,12.647000,17.094000
11_03_172,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.496,-4.666000,5.273000,-0.049000
11_03_173,Lab11,Session03,Nu Perspective,70,ETH-1,0.422,5.097000,12.051000,16.359000
11_03_174,Lab11,Session03,Nu Perspective,70,ETH-4,0.468,-6.940000,-4.692000,-12.299000
11_03_175,Lab11,Session03,Nu Perspective,70,MERCK,0.470,-36.633000,-1.546000,-39.736000
11_03_176,Lab11,Session03,Nu Perspective,70,ETH-2,0.470,-6.871000,-4.627000,-12.381000
11_03_177,Lab11,Session03,Nu Perspective,70,ETH-3,0.418,4.830000,12.630000,17.023000
11_03_178,Lab11,Session03,Nu Perspective,70,ETH-1,0.415,5.115000,12.105000,16.428000
11_03_179,Lab11,Session03,Nu Perspective,70,ETH-4,0.472,-6.911000,-4.289000,-11.856000
11_03_180,Lab11,Session03,Nu Perspective,70,IAEA-C1,0.458,5.509000,11.990000,16.829000
11_03_181,Lab11,Session03,Nu Perspective,70,ETH-2,0.437,-6.851000,-4.525000,-12.282000
11_03_182,Lab11,Session03,Nu Perspective,70,ETH-3,0.445,4.793000,12.677000,17.034000
11_03_183,Lab11,Session03,Nu Perspective,70,ETH-1,0.459,5.138000,12.208000,16.533000
11_03_184,Lab11,Session03,Nu Perspective,70,ETH-4,0.484,-6.911000,-4.642000,-12.226000
11_03_185,Lab11,Session03,Nu Perspective,70,ETH-3,0.405,4.817000,12.637000,17.011000
11_03_186,Lab11,Session03,Nu Perspective,70,ETH-2,0.426,-6.864000,-4.528000,-12.269000
11_03_187,Lab11,Session03,Nu Perspective,70,ETH-3,0.407,4.843000,12.706000,17.115000
11_03_188,Lab11,Session03,Nu Perspective,70,ETH-1,0.455,5.116000,12.083000,16.407000
11_03_189,Lab11,Session03,Nu Perspective,70,ETH-2,0.480,-6.859000,-4.604000,-12.340000
11_03_190,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.434,-4.632000,5.214000,-0.090000
11_03_191,Lab11,Session03,Nu Perspective,70,ETH-4,0.434,-6.923000,-4.704000,-12.311000
11_03_192,Lab11,Session03,Nu Perspective,70,ETH-1,0.426,5.147000,12.207000,16.620000
11_03_193,Lab11,Session03,Nu Perspective,70,ETH-2,0.407,-6.888000,-4.656000,-12.392000
11_03_194,Lab11,Session03,Nu Perspective,70,ETH-4,0.418,-6.907000,-4.595000,-12.180000
11_03_195,Lab11,Session03,Nu Perspective,70,IAEA-C2,0.446,-4.651000,5.289000,-0.006000
11_03_196,Lab11,Session03,Nu Perspective,70,ETH-4,0.474,-6.905000,-4.635000,-12.215000
11_03_197,Lab11,Session03,Nu Perspective,70,ETH-3,0.405,4.849000,12.653000,17.087000
11_03_198,Lab11,Session03,Nu Perspective,70,ETH-2,0.417,-6.856000,-4.602000,-12.346000
11_03_199,Lab11,Session03,Nu Perspective,70,ETH-1,0.452,5.135000,12.154000,16.469000
11_03_200,Lab11,Session03,Nu Perspective,70,MERCK,0.450,-36.623000,-1.461000,-39.654000
11_03_201,Lab11,Session03,Nu Perspective,70,ETH-1,0.407,5.141000,12.190000,16.544000
11_03_202,Lab11,Session03,Nu Perspective,70,ETH-4,0.447,-6.899000,-4.608000,-12.174000
11_03_203,Lab11,Session03,Nu Perspective,70,ETH-2,0.441,-6.842000,-4.450000,-12.189000
11_03_204,Lab11,Session03,Nu Perspective,70,ETH-1,0.501,5.141000,12.247000,16.605000
